897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897
897,487,367,370,367,491,488,370,487,446,408,411,485,405,366,406,405,371,491,411,448,370,449,449,448,408,486,371,486,366,485,411,445,490,411,410,446,366,368,446,412,407,449,492,412,405,447,369,372,370,450,405,490,412,369,486,408,448,487,897
897,410,365,450,410,407,370,449,366,412,447,408,445,492,372,491,366,491,369,452,451,488,371,366,489,369,445,488,1018,1019,370,405,446,365,369,370,412,411,487,368,410,406,405,365,411,410,406,371,371,492,408,489,372,406,446,451,489,408,491,897
897,370,451,490,369,408,449,367,445,485,410,372,367,408,370,368,370,489,446,450,407,492,486,371,449,446,409,367,1058,1059,447,411,451,450,488,410,447,369,412,488,365,448,367,445,485,411,488,367,365,406,412,445,405,485,490,409,409,371,411,897
897,411,487,447,410,774,775,776,448,446,445,489,370,371,408,407,491,445,406,451,371,368,488,490,485,368,486,485,449,370,491,410,446,446,407,490,452,489,368,405,406,451,486,445,372,405,491,371,372,406,370,452,490,1018,1019,490,366,372,408,897
897,487,411,408,372,814,815,816,450,370,370,452,486,411,408,412,485,491,492,410,448,405,369,408,411,366,411,486,410,412,450,407,405,452,486,412,406,405,451,490,372,367,450,491,452,490,450,366,372,405,447,485,407,1058,1059,492,490,489,452,897
897,489,369,410,488,854,855,856,491,485,451,446,405,485,486,366,408,487,365,408,406,371,448,451,486,486,367,366,487,408,445,408,367,485,370,490,411,450,372,410,369,485,449,368,448,371,369,367,491,371,451,485,365,367,407,365,492,368,448,897
897,371,491,410,371,407,485,491,489,450,411,490,449,365,407,445,450,492,489,446,409,365,490,486,449,370,489,410,445,447,491,445,408,366,489,447,371,405,368,450,365,368,452,372,487,485,406,491,491,445,371,408,368,486,487,412,450,485,492,897
897,492,449,369,408,448,406,405,490,412,407,486,487,370,412,409,405,449,485,451,446,406,894,895,896,369,365,452,488,491,490,774,775,776,445,491,411,405,405,446,405,368,406,367,894,895,896,451,492,447,412,410,447,449,489,451,368,412,411,897
897,371,369,491,447,406,371,412,451,447,452,1018,1019,405,486,367,365,410,446,446,372,410,412,368,410,492,447,486,407,368,490,814,815,816,488,490,407,448,410,490,367,410,492,451,410,449,490,368,450,412,412,486,485,452,488,367,490,365,485,897
897,449,485,489,370,366,410,445,406,446,448,1058,1059,489,368,446,445,452,371,447,411,372,371,369,370,406,485,370,445,406,366,854,855,856,445,366,410,405,445,492,486,450,452,485,371,448,367,489,449,445,369,370,489,485,369,371,450,449,492,897
897,408,490,492,370,409,409,446,490,447,370,410,487,405,448,450,448,490,448,365,490,486,451,369,409,409,365,411,407,490,366,408,489,449,407,488,410,489,406,372,452,407,451,406,445,485,412,367,488,450,451,445,369,408,367,411,369,448,491,897
897,445,408,408,372,490,411,367,365,410,372,408,485,365,406,365,411,412,407,410,371,447,411,410,492,407,447,486,446,450,409,492,488,485,367,367,370,448,449,445,371,412,774,775,776,366,372,491,372,447,489,448,488,410,487,450,412,447,485,897
897,448,406,411,487,409,452,405,488,490,488,412,445,407,410,774,775,776,445,408,409,489,369,367,368,486,451,406,449,369,491,445,406,485,492,366,450,410,450,450,489,406,814,815,816,371,407,367,409,371,448,490,367,487,491,446,489,411,490,897
897,409,367,410,409,486,410,411,449,486,487,409,408,371,368,814,815,816,406,447,487,452,406,448,485,486,368,366,372,450,452,369,368,409,369,412,407,445,488,368,409,369,854,855,856,486,488,486,369,408,406,405,447,488,452,487,446,366,445,897
897,410,370,408,411,408,451,446,411,446,485,485,372,411,447,854,855,856,411,488,490,445,368,447,450,485,486,369,448,412,367,448,405,489,486,407,450,451,451,409,369,408,451,486,486,491,372,445,486,451,450,448,452,491,366,409,491,491,408,897
897,370,370,894,895,896,446,488,369,492,369,405,412,486,445,409,372,405,447,490,485,406,450,447,486,370,410,488,448,411,365,371,447,488,451,369,365,365,406,405,405,408,368,366,410,411,410,450,412,372,452,410,486,411,489,368,485,491,405,897
897,405,412,411,448,488,367,488,489,487,486,369,452,369,491,369,405,409,448,487,491,407,410,491,492,446,492,445,369,452,485,449,410,368,408,491,367,367,412,445,449,487,450,368,487,487,446,490,447,446,369,449,450,777,448,445,486,486,445,897
897,405,445,492,366,372,367,369,450,491,368,445,370,371,445,371,486,406,411,369,366,365,452,366,492,489,488,405,367,406,365,411,369,489,447,446,447,447,410,485,367,409,372,410,491,406,405,407,406,372,410,448,451,817,489,408,370,369,445,897
897,491,452,446,452,450,487,406,411,489,491,412,405,449,485,371,445,447,489,411,372,445,486,487,445,894,895,896,452,408,370,447,774,775,776,451,367,450,365,410,406,447,409,408,487,369,449,407,372,486,450,451,452,857,365,411,366,370,449,897
897,365,450,369,449,408,489,368,489,367,491,372,449,406,492,366,488,405,406,491,412,370,371,411,452,445,451,445,409,406,486,410,814,815,816,369,488,450,371,405,451,491,411,368,445,366,412,449,449,452,372,448,371,486,446,450,447,405,489,897
897,490,365,488,488,412,368,367,368,492,365,408,407,371,405,409,491,406,448,446,449,485,369,448,445,446,412,448,485,486,409,448,854,855,856,406,445,492,409,372,371,445,491,486,365,448,370,408,408,490,407,370,448,486,452,448,408,488,412,897
897,368,411,412,411,451,488,372,450,445,371,447,412,406,452,410,371,405,452,410,372,486,448,408,446,407,409,366,447,447,452,446,370,412,446,451,411,367,487,370,410,365,894,895,896,489,366,408,492,368,485,409,490,447,486,368,489,491,370,897
897,452,367,409,411,445,451,452,405,372,489,409,445,412,894,895,896,412,408,491,487,412,406,367,448,408,409,450,372,488,445,486,372,450,407,447,445,491,450,366,405,491,487,408,451,450,452,369,492,367,368,491,447,450,449,491,410,452,365,897
897,369,450,486,370,410,446,486,490,446,445,410,445,412,488,406,486,450,405,449,408,448,488,451,451,487,446,408,445,446,406,370,485,445,491,446,448,408,408,485,406,486,410,445,408,368,406,490,412,491,407,372,409,487,369,448,448,448,449,897
897,491,370,451,450,777,369,365,446,446,366,452,371,408,449,449,371,447,409,405,445,490,448,365,1018,1019,448,409,450,406,409,372,448,410,489,371,366,450,446,405,412,488,446,406,370,489,405,486,366,369,372,408,487,491,368,410,410,448,407,897
897,365,371,368,369,817,487,449,445,485,366,492,408,370,448,488,368,490,370,406,406,491,485,366,1058,1059,448,452,491,488,409,408,445,491,412,369,451,447,406,407,447,447,371,412,490,410,412,409,407,489,492,411,450,367,490,369,487,486,370,897
897,450,449,368,448,857,491,367,448,448,411,445,486,412,365,411,405,410,492,446,490,371,449,406,366,445,371,450,449,367,370,445,412,492,366,371,411,405,489,408,447,412,489,370,490,408,367,366,777,408,486,447,408,405,447,445,405,492,489,897
897,489,365,406,405,412,406,408,405,487,486,371,369,408,445,449,485,407,445,369,410,407,412,366,409,409,487,449,490,447,405,452,368,372,407,774,775,776,371,447,412,492,451,450,365,492,450,371,817,487,369,490,367,410,445,486,487,449,446,897
897,452,366,450,488,451,487,408,448,372,450,491,410,405,366,490,492,774,775,776,491,489,488,409,365,367,370,486,486,410,405,372,485,451,405,814,815,816,490,487,372,447,447,452,487,451,371,451,857,485,410,407,449,406,407,487,451,450,368,897
897,445,407,372,452,366,488,488,411,445,371,368,411,409,370,409,450,814,815,816,409,411,446,489,449,488,446,449,411,485,365,412,488,451,367,854,855,856,452,448,409,485,371,408,367,408,371,490,370,370,406,486,446,488,450,409,371,367,448,897
897,452,367,485,448,452,408,367,408,365,407,450,486,485,446,405,452,854,855,856,409,408,367,368,451,450,450,371,1018,1019,489,448,369,408,490,405,406,452,486,406,405,365,451,449,446,365,449,447,372,411,492,369,449,487,366,488,451,485,491,897
